Level	Rule Name	Subject	Property	Value
ERROR	misused_obsolete_label	obsolete_specifies	rdfs:label	obsolete_specifies
ERROR	misused_obsolete_label	obsolete_approximates_sequence	rdfs:label	obsolete_approximates_sequence
ERROR	misused_obsolete_label	obsolete_resolves_to_sequence	rdfs:label	obsolete_resolves_to_sequence
ERROR	misused_obsolete_label	obsolete_is_specified_by	rdfs:label	obsolete_is_specified_by
ERROR	misused_obsolete_label	obsolete_is_phenotype_of_genotype	rdfs:label	obsolete_is_phenotype_of_genotype
ERROR	misused_obsolete_label	obsolete_participates_in_inheritance_process	rdfs:label	obsolete_participates_in_inheritance_process
ERROR	misused_obsolete_label	obsolete_is_genetic_variant_of	rdfs:label	obsolete_is_genetic_variant_of
ERROR	misused_obsolete_label	obsolete_has_genetic_variant	rdfs:label	obsolete_has_genetic_variant
ERROR	misused_obsolete_label	obsolete_is_variant_with	rdfs:label	obsolete_is_variant_with@en
ERROR	misused_obsolete_label	obsolete_is_expression_variant_with	rdfs:label	obsolete_is_expression_variant_with@en
ERROR	misused_obsolete_label	ObsoleteDataProperty	rdfs:label	ObsoleteDataProperty@en
ERROR	misused_obsolete_label	obsolete_has_regulatory_part	rdfs:label	obsolete_has_regulatory_part@en
ERROR	misused_obsolete_label	obsolete_is_alteration_within	rdfs:label	obsolete_is_alteration_within@en
ERROR	misused_obsolete_label	obsolete_has_position_component	rdfs:label	obsolete_has_position_component@en
ERROR	misused_obsolete_label	reporter	rdfs:label	obsolete reporter role@en
ERROR	misused_obsolete_label	selectable marker	rdfs:label	obsolete selectable marker role@en
ERROR	misused_obsolete_label	obsolete_formed as result of	rdfs:label	obsolete_formed as result of@en
ERROR	multiple_definitions	specifically dependent continuant	IAO:0000115	b is a relational specifically dependent continuant = Def. b is a specifically dependent continuant and there are n &gt; 1 independent continuants c1, … cn which are not spatial regions are such that for all 1  i &lt; j  n, ci  and cj share no common parts, are such that for each 1  i  n, b s-depends_on ci at every time t during the course of b’s existence (axiom label in BFO2 Reference: [131-004])@en
ERROR	multiple_definitions	specifically dependent continuant	IAO:0000115	b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003])@en
ERROR	duplicate_label	reference	rdfs:label	reference
ERROR	duplicate_label	reference	rdfs:label	reference
ERROR	duplicate_definition	has_qualifying_environment	IAO:0000115	A relation used to describe  an environment contextualizing the identity of an entity.
ERROR	duplicate_definition	microsatellite alteration	IAO:0000115	A relation used to describe  an environment contextualizing the identity of an entity.
ERROR	duplicate_definition	has_qualifying_process	IAO:0000115	A relation used to describe  a process contextualizing the identity of an entity.
ERROR	duplicate_definition	repeat region alteration	IAO:0000115	A relation used to describe  a process contextualizing the identity of an entity.
